sentence,spoiler,verb,page,trope,num_present
three notabl except golgotha omega zellett nazetrim doubl subvers berserk real charact ,True,True,noob,guy smash girl shoot,False
saphir nazetrim dpser standard group composit given appar specialis guildmates opt altern role make avoid hand hand combat,True,True,noob,guy smash girl shoot,False
roxana couett ivi seen get hand hand combat singl occasion,True,True,noob,guy smash girl shoot,False
viewer know happen episod 7 season 3 tv ad episod 1 season 1 will seen new light,True,True,noob,hidden plain sight,True
second also happen first photo montag show gaea red cursor ,True,True,noob,late arriv spoiler,False
kevin insult meant younger gamer sometim take mean n00b at least mental age part term longer appli one mind,False,True,noob,meaning name,True
came main characters six core noob members golgotha justic guild top four part two empir player introduc time probabl part order time season 3 start ,True,True,noob,million statist,True
fact henc seem contribut plot reason fantm form temporari parti dungeon join noob guild,True,True,noob,million statist,False
however empirecoalit war set season 3 finale gaea recogn member coalit guild want protect former empir player who chat noob guild member right season 2 battlefield sequence,True,True,noob,million statist,True
next scene happen lepap household ystos borrow microphon still shaken sparadrap need reassure lead anoth tear jerker follow optimist scene ,True,True,noob,mood whiplash,False
cue sparadrap bersek button make use power attack quick get countered probabl beacon enabl team fantm find group,False,True,noob,nice job fix villain,False
relic tracker guild also plan kill steal noob guild succeed ,True,True,noob,ninja loot,False
season 2 finale gaea also come ninja healing consist get hide place intercept heal spell ystos meant players take cover again,True,True,noob,ninja loot,True
went first encount brother level 100 druid charact recogn voice dismiss good imitation,True,True,noob,oblivi younger sibl,True
messag neither meant cryptic omega zell got quit bad case first ingam convers sparadrap brother happenen presence,False,True,noob,oblivi hint,False
get demonstr younger brother talent game via control sparadrap avatar episod earlier manag math best healer call sparadrap real name  get supris recogn voic  get told sparadrap imit brother quit well correct misrememb fact said brother know ,True,True,noob,oblivi hint,False
situat got invert sparadrap ran master zen episod earlier recogn word computer jail got pronounc master zen,False,True,noob,oblivi hint,False
fall flag drop heimdl shock just happen acknowldg fantm death meant empir ,True,True,noob,clariti,False
comparision event wham episod necessari arthon becom immun gaea puppydog eye ,False,True,noob,sane man,False
gaea money makingsav schemes benefit go horizon subscript mangarel stuff room,False,True,noob,perpetu poverti,False
dedic guild turn exist coalit later on,True,True,noob,player kill,False
also despit real life scene present singl person play horizon shown screen that get littl relax book comic,False,True,noob,serious busi,False
event season 3 alter situat toward fantm get along noob guild and even explicit consid true friend third book omega zell includ ,True,True,noob,ship teas,True
season 4 fantm pressur saphir let omega zell justic guild sign main roster behind back pretext give opportun pay noob guild back help ,True,True,noob,ship teas,True
subtl end sparadrap make second avatar season 2 omega zell start littl exposit speech imposs make join noob guild arthon absenc seem come back sens refus help him,False,True,noob,flander compani,True
season 3 gaea reaction roxana kill sparadrap pets plan steal sell shock him hint acknolowdg import owner ,True,True,noob,flander compani,True
season 4 sparadrap consid omega zell leav guild bad enough matter go tell arthon real life look like found gaea kari exam happen enabl join sparadrap dungeon ,True,True,noob,flander compani,True
make sens ystos just view fantm older brother given actual one ,True,True,noob,incestu cast,False
omega zell leav guild season 4 sparadrap consid wors thing happen sinc arthon stop care guild time  shown happen couett play joy music danc celebr becom first member guild reach level 100,True,True,noob,soundtrack disson,True
and know stori goes fact game creator enhanc fantm stat behind back time got enough troubl put number one rank risk ,True,True,noob,ultim gamer386,False
sparadrap take eleven care npcs monster acut meant beaten up,False,True,noob,video game care potenti,False
encount two actual loos run gag status season 4 lead dark aveng longer scari anyone get kick player killer guild quit game ,True,True,noob,villain decay,True
name guild noob end actual n00b it said n00b end piss point infam applianc defenestr happen  especi strang given master zen later come much better name new guild ,True,True,noob,expect name,True
gaea even lampshad lousi name choic first time hear it,True,True,noob,expect name,False
top off thank command now happen three time mani episod season 4 sparadrap charg guild end episod 5,True,True,noob,expect name,True
comic advertis busi custom visit one them,False,True,noob,l l look familiar,False
also two six known order player peopl charact knew faction even appear game,True,True,noob,l l share stori,False
turn real father third man parti  subject run gag throughout episode,True,True,notgoingout,daddi d n test,False
lee tim frequent invok lesbian coupl move downstairs,False,True,notgoingout,girl girl hot,False
cold open episod life mar bar reconstruct open life mar ,False,True,notgoingout,shout,False
partner with,False,True,nyc22,c b s,False
depend definit kitsch,False,True,oddities,kitsch collect,False
play laugh chau say want cry status hire poss back,False,True,offcentre,tri cri,False
seri contain exampl of abus parent  regina strong impli emot abus lack concern involv henri beyond tri oneup emma,False,True,onceuponatime,pinocchio,False
snow white case goe hint outright awesom scene badasseri stori progresses especi lead small armi fullon invas king georg castl effort save charming,True,True,onceuponatime,action girl,False
gretel this liter definit girl,True,True,onceuponatime,action girl,False
brain brawn compar hansel ,True,True,onceuponatime,action girl,False
final seal end episode,False,True,onceuponatime,almost kiss,False
eventu regain memori ,True,True,onceuponatime,amnesiac lover,False
 jimini given potion rumpelstiltskin turn geppetto parent dolls seem forever,True,True,onceuponatime,must scream,False
gaston turn rose rumpelstiltskin clip belle,True,True,onceuponatime,must scream,False
gold actual soft,False,True,onceuponatime,artist licens chemistri,False
first season huntsman malefic appear fairi tale world bell appear storybrooke,True,True,onceuponatime,back final,False
seem behind action good bad characters,False,True,onceuponatime,batman gambit,False
so emma won seat price,True,True,onceuponatime,batman gambit,False
convinc emma key save henri  wasnt fortun ,True,True,onceuponatime,batman gambit,False
end simpli take potion meet ends bring magic world,True,True,onceuponatime,batman gambit,False
end result gambit unclear,True,True,onceuponatime,batman gambit,False
almost certain act chessmast series,True,True,onceuponatime,gambit,False
charm badass broadsword,False,True,onceuponatime,battl coupl,False
two come conclus red boyfriend peter wolf,True,True,onceuponatime,big bad wolf,False
later proven fals reveal red wolf,True,True,onceuponatime,big bad wolf,False
town storybrooke hint regina earli episode,False,True,onceuponatime,bigger insid,False
jefferson can actual rememb world,False,True,onceuponatime,bless suck,False
 blood entir absent show given hack slash way princ charm fight especi without armor heck lot blood maim present fight is,False,True,onceuponatime,bloodless carnag,False
season one episod 21 grumpi pull perfect clean pickax guard back snow raid castl rescu charm ,True,True,onceuponatime,bloodless carnag,True
tear plea henri realiz love flee heartwrench ,True,True,onceuponatime,break haughti,False
conversely mad hatter rememb fairi tale world make miserable,True,True,onceuponatime,brought normal,False
spit frosty margaret mary order,False,True,onceuponatime,call forward,False
 princ charm skill shepherd anim come handi lure dragon trap,False,True,onceuponatime,chekhov skill,False
rubi skill find thing instinct make sens learn big bad wolf ,True,True,onceuponatime,chekhov skill,False
henri now one eat regina appl turnovers,True,True,onceuponatime,conveni coma,False
unfortunately geppetto parent current spend time ,True,True,onceuponatime,creepi doll,False
snow actual feel sorri find truth lover use friends regina make eat poison appl ,True,True,onceuponatime,cri devil,False
grumpi tell red ride hood littl someone chin,False,True,onceuponatime,dead babi comedi,False
